utterance,intent
에콰도르에서 발생하는 폭력 사망사건이 70이상이 마약이랑 연관되어 있대,일상
다 마스크 벗고 들어가잖아,일상
마음이 고요하고 차분해졌으면 좋겠어.,불안
그거 한창 대란일 때 가게에 하나도 없었잖아,일상
자기 기죽을까봐 다 챙겨주고 싶다,일상
완전 멋있지 않아?,일상
울렁거리는 게 너무 하다,식욕저하
저희는 아직까지 15 20 도에요.,일상
사는게 재미가 없어요.,무기력
전생에 무슨 죄를 저질렀길래 이런 벌을 받나 싶다니까.,슬픔
거의 열두 시간씩 자,피로
그러면 거기로 가면 되겠네,일상
대형견을 산책 시킬 땐 눈치를 더 봐야 하고,일상
실수한 게 계속 떠올라,죄책감
누나는 외식하면 뭐 먹고 싶어요?,일상
살 찔까 봐 걱정돼서 잠도 잘 안 오고,초조함
러브 라인이 없어서 좋았고,일상
점차 술을 마시지 않으면 자는게 어렵더라.,불면
대중교통으로만 여행 가는 거 낭만적이다,일상
저녁에 꾸역꾸역 엄청 먹어,식욕증가
전공이 국어국문학이었나?,일상
이번엔 혼자 다 하셨더라구요 전날.,일상
8개월 들어서면서 갑자기 의욕저하가 너무 심해,무기력
웅 근데 너무 옛날 식은 나도 가기 싫어,일상
처음 우울감을 느낀건 2003년이에요.,우울감
잠을 못 자서 미치겠어요,불면
너무 긴장을 심하게 하니까 피곤할 정도야,초조함
뭔 결혼이야,일상
좋은아이템 뜬 적 있어?,일상
나만 덥뉘...? 넘 덥던데,일상
다음 주면 재수학원 개강이어서 가야 하는데 그냥 아무 것도 하기 싫어서,무기력
새벽에 더 민감해지는 것 같아,식욕저하
상담을 받으면 의욕이 생길까?,우울감
감기에 걸리면 얼만큼을 자도 계속 피곤하더라,불면
거의 다 말랐지?,일상
그렇겠지? 마블영화니깐,일상
아기 잃고 희망을 뺏긴 느낌이야,절망감
잠을 잘 때 예민한 편이에요.,초조함
내가 최선을 다 해도 안 되는 일이 있는 거 같아,절망감
누나는 추위 많이 타세요?,일상
볼 기회가 생기면 나에게 말은 해줘,일상
너희 물고기 베타 알아?,일상
첫째가 감기 걸린 게 다 나 때문인 거 같고 내가 대신 아파주고 싶어,죄책감
몸이 망가지는 걸 느끼면서 임신한 걸 후회했어요,슬픔
목숨 버리고 싶단 생각만 하루종일 해요,자살충동
누가 나를 이 무기력함에서 건져줬으면 좋겠어.,무기력
내가 폰 달라고 그거 해야된다고 하니깐 정말 대단하다고 존경한다고 하더라 키키,일상
마치 감옥 속에 혼자 있는 것 같아,외로움
짱난다.,초조함
스키장?,일상
시험관도 실패하니까 그냥 다 포기하게 되더라고,절망감
올 체육대회 우승 쉽지 않은데 키키,일상
평소에 집중력이 엄청 떨어져서 책 열 쪽도 한 번에 못 읽어요.,집중력저하
신발이 중요하더라구요.,일상
이제는 사람을 사귀는 게 무서워서 방콕만 해,외로움
이혼하고 인생을 놔버린것 같아요,절망감
나 때문에 남편이 힘든 거 같아,죄책감
"으 이러다 진짜 멸망해,",일상
낮에는 늘 긴장 상태야,불안
좋은사람 만나기 전에 일단 좋은 연애부터 해야짘 키키,일상
강아지가 없어서 본인이 개가 되셨다니... 리스펙트,일상
여태 이렇게 찌뿌둥한 적이 없는데,피로
그것도 해보자 !,일상
그렇구나 그래도 꼭 조심해야해,일상
긍정적인 마음을 가지고 싶어도 계속 울음이 새어 나오는 것 같아,슬픔
아무래도 사무실 용도로 지은거라 그런가?,일상
진짜 너무 빡치잖아요.,분노
보슬비? 요새날씨진짜왜구로지,일상
내 친구가 돈을 3천 넣었다가 10분만에 1천만원 잃었다는거야,일상
더 폭발할 위험이 있대,일상
정리가 안 돼서 그냥 우는 것 같아,슬픔
그거 사람 죽이는 거 아닌가,일상
엄청난 증오감과 함께 허탈해요,분노
몸이 아파 죽을것 같은데 희망은 무슨.,절망감
제가 바로 달려갈 수도 없고 어머니께 큰일이라도 생기면 어쩌죠?,초조함
멍청이가 되어가고 있는 거 같아,자존감저하
휴식을 제대로 못 취하고 있어서 신경이 날카로워졌어,초조함
울적하네,외로움
식욕 없을 당시에 살이 5킬로나 빠졌어.,식욕저하
메뉴판 있드라 키키,일상
피곤함도 심하게 느끼고 몸도 무거워서 우울할 정도야,피로
너무 막막하고 불안하기도 하고요,불안
너무 적적하니까 공상 속에 빠지는 것 같아,외로움
아침에는 시체처럼 늘어지고 일상 생활이 불가능해요.,피로
병원에 가봐도 아무 이상이 없다고 하니까 그저 답답하네요.,초조함
누나 먹을 거야?,일상
왜 나한테만 이런 엿같은 일이 생기는건지 모르겠다,자존감저하
그냥 세상 혼자인 기분이야.,외로움
인스타그램 보다가 예뻐보여서 가보고 싶었지,일상
왜 진열대가 텅 비었어?,일상
응폰2년 넘었는데 비싸서 못삼,일상
변덕이랑 감정기복이 너무 심해,슬픔
"회사에서 야근을 많이 하는 것도 아닌데, 난 왜 이렇게 피곤할까?",피로
코인 요즘 너무 힘들더라... 머스크형때문에,일상
누워서 하루 종일 걱정만 해요.,초조함
병원만 가면 나에 대한 원망이 생겨,죄책감
일만 해서 너무 지쳤어요,일상
좀있으면 올 것 같아!,일상
요즘 너무 외로워,외로움
아니 딱히 없는데 갑자기 왜?,일상
막연한 두려움이 생기면서 눈물이 주룩 흘러,슬픔
이렇게 몇 년씩 가지도 않았을 거고,일상
?...농구화가?,일상
맞아 세력이 불균형 해야 전쟁이 안 나는 것처럼,일상
"아무리 한심해도 어쩔 수 없어요, 이게 저인 걸요.",죄책감
응응 얘기했다,일상
난 그래서 나중에 자식 낳으면 존댓말 시키게 하고 싶은데 언니들은 어떨 것 같아?,일상
그룹 같은 건가,일상
허 피부과 약 쎈데,일상
도대체 무슨 짓을 하고 다니길래이런 병을 옮아오나너무 짜증났어요.,초조함
나 군대 갈 때 코로나 터졌다...키키,일상
그런날은 얼른 가줘야 해요,일상
놀랐네 키키,일상
먹는 양이 조절 안 돼서 힘들어,식욕증가
핫트랙스 같이 가면 되겠다,일상
마음이 괴로워서 죽을 것 같아,슬픔
그거 상대랑 붙을 수도 있어? 온라인으로? 키키,일상
"그거, 드라이 룸이래.",일상
마음은 우울하고 답답한데 잠자는 것도 힘드니까 스트레스야,우울감
보면서 많이 울었어,일상
엄마 고수 되셨겠노?,일상
형 찍히는거 아니냐?,일상
웅 막 펌핑기?기가 달려 있는 거였어,일상
받을걸?,일상
요새 반려 동물 간식이 잘 나오네요,일상
"엄청 추워, 진짜 너무 추워",일상
결혼전이 너무 생각나서 힘든 것 같아,슬픔
음식을 봐도 입맛이 안 생겨요,식욕저하
이낙연은 예전에 여경할당제 해서 싫대,일상
조금만 빛이 새어나와도 잠을 못자는 건 기본이고.,불면
신작 체험하고 존잼임,일상
3일 전부터 밥맛이 없었어요.,식욕저하
응 키키 맞아 그런 거 요즘 알아 보고 있어,일상
괜히 나만 손해본거 같아서 짜증이 나긴 했는데별 수 없었죠.,초조함
나 새로 리프팅화장품 샀는데 대박!,일상
패배감 너무 심해서 어디 상담이라도 받고 싶어,우울감
놀면 뭐하니에 무한도전 멤버들 나온다던데?,일상
같이 지내면 많이 싸운대,일상
우울하니까 무기력해.,우울감
하루는 괜찮고 하루는 힘들고감정이 왔다 갔다 하는 거죠.,초조함
뭐 내가 안 하는 건데 미안할 게 뭐가 있어 키키,일상
나도 내가 무슨 사고를 칠지 걱정이야,슬픔
숙면이 안 되니까 많이 자도 눈 뜨면 피곤하고.,피로
그런데 설마 설마 했는데 그 날 엄청 실수를 한 거예요. 긴장해서 막 떨고,초조함
너는 전역한 지 한창인데 왜 부러워해 키키,일상
초음파 찍고 나니까 살빠졌어,식욕저하
상상만으로도 행복 하하,일상
글쎄 정말 많은데 컵밥거리가 아닐까?,일상
축제 같은 것을 많이 하는 것 같아,일상
가까운 산이면 아차산?,일상
해야할건 많은데 뭘 할 의지가 안생겨,무기력
와... 아니 왜 놀려,일상
아 난 혼자하면 지겨워서 사람들이랑 대화하면서 해야 재밌어,일상
갑상선 암이 퍼져서 전이돼서 잘못돼서 죽으면 어쩌죠?,초조함
완전 덥지 키키,일상
그렇다면 정말 오마이갓이다,일상
스킨십을 하고 싶은 생각이 들긴 하는데 이게 에로티즘은 아닌 것 같기도 하고애매해.,초조함
진짜 조심해 다들 감기,일상
엥 쌍코피까지... 무리,일상
내 인생은 항상 어두웠었어,절망감
군복을 왜 만들어 키키,일상
일본하고 잇는 수중터널 말하는거야?,일상
아침에 가장 긴장이 심한 거 같아,불안
돈이 사라지는 마술을 전자상거래로 깨닫고 계십니다...,일상
아 진짜 교정장치 불편해 죽겠음,일상
더 우울해지고 힘들었어.,우울감
키키 아 아이유 이번에 신곡 나오지 않았나?,일상
의욕도 없고 일하기도 싫어,무기력
오 갈비 좋네요 갈비로 해야겠어요,일상
확인하고 나서 잠깐은 안심이 되는데 금세 또 불안해져요.,불안
그러니까 얼른 이직 하자,일상
왜 이렇게 계속 몽롱해지는 건지 모르겠다,불면
하루하루 배가 불러올수록 마음이 너무 혼란스러워,초조함
필요한 정책인 것 같습니다.,일상
죽을 때 혼자인 걸 생각하면 우울하다고.,우울감
... 엄청 아프대?,일상
미쳤다 벌써 귀여운데? 보고 싶어,일상
하기 싫은 건 그냥 안 했어요.,무기력
모든 게 다 나 때문인 것 같아.,죄책감
근데 동생도 있으면 심부름 하기 좋을 듯 햌 키키,일상
그리고 땀이 너무 많이나,일상
키키 탕수육은 필수야? 키키,일상
아니 그니까 왜 반팔 입고 자는거야,일상
식사양이 줄어서 그냥 멍하니 있어,식욕저하
헐 그래서 해킹 당했나,일상
7만원눈물...,일상
그냥 살기 싫으니까 싫은 거지,자살충동
오 장칼국수 보다 못하지만 목도리도 좋지,일상
병원에 있으니까 하나도 안 산뜻해,불면
지금도 열심히 하고 있습니다...,일상
싱가폴은 의료비 자체도 비쌀 거 같은데,일상
평소에 힘들었던 일 다 생각나면서 너무 죽고 싶어서,자살충동
남편 때문에 스트레스 받아서 아무것도 못 하겠어,피로
키키 넘 웃기네,일상
미리 시키면 내가 가져올까?,일상
너무 긴장해서 운전대 잡은 손이 땀이 나고 온 몸에 힘을 주고 운전하니까 몸살 난거처럼 여기저기 아프고,초조함
주인 아줌마도 그 말만 듣고 어이없어,일상
맞아요. 식품 주문하는데 엄청 좋았어요.,일상
왜 우울한가 생각해봤는데 솔직히 이유는 많아요.,우울감
너는 아직 무릎 관절 팔팔하지?,일상
그래도 그건 좀 너무 한 것 같아,일상
그러다 대학 갈 때쯤에야 후회했죠.,죄책감
나 오늘 에이블리에서 애플워치 스트랩 샀어!,일상
함 들어가서 봐야겠다 키키,일상
와 맛있겠다 하하,일상
배신감 때문에 혼자 버려질 거 같아,죄책감
노래 잘하는 거 아냐?,일상
예전에 드라마 중에 많았었죠,일상
경비 아저씨랑 어떤 아저씨랑 겁나 싸움,일상
그제 산 화장품 왔어.,일상
언니들 급 쌀쌀해졌죠,일상
지금 보고 해야겠다 하하,일상
요새는 다시 멍해요.,우울감
키키 언니는 눈감고 영화보니까 기억 안나지,일상
놀 거 많은 게 진짜 부러움,일상
남편이 나 때문에 실망이 큰 거 같아서 잘하려고 하는데 쉽지 않네,죄책감
요즘 엄청 더우니까 그래서 밥맛이 없는 줄 알았거든요.,식욕저하
그러게. 유조차는 위험한 만큼 조심스럽게 다루어질텐데.,일상
이것만으로도 제 인생이 끝난 것 같아요.,절망감
모든 게 다 힘든데 말할 수가 없어서 더 쌓이는 것 같아,분노
가을이 되면 특히 마음이 더 허한 것 같아요.,감정조절이상
응 그때는 10원 한장 없어도 신나게 놀았는데 말이야,일상
"하더니만 바로. 그럼 내가 결혼도안하고, 자식도없고",일상
막 손도 최대한 가만히 두려고 했는데 그럼 답답해서 미칠 것 같아요.,초조함
친구들이 비행기 탈 때는 신발 벗어야 한다고 했었는데,일상
저번에 몇 번 해봤는데 잘 맞히더라구,일상
그냥 확 죽여버리고 싶을 정도로 막 화가 나고 조절이 잘 안 되고,분노
어디를 가도 섞이질 못해,외로움
내가 과자먹을까봐 빠른 속도로 흡입 중이다,일상
근데 정말 요즘 맨날 죽고 싶단 생각만 해.,자살충동
요즘 한국 좋은데 너무 많아 진짜,일상
하루종일 기운이 없어서 애 키우는 것도 힘들고 집안일도 힘들고,무기력
아까는 비도 조금내리던데 습해서 에어컨켜고 퇴근했었어,일상
응 키키 요즘 돈 있는 사람은 다 골프 친대!,일상
하긴 내 친구 강아지는 배변 못 가려서 강형욱 훈련소 갔었대.,일상
엄청 빠른 거 키키,일상
불안증 때문에 회사에 나가서도 제대로 일을 못 했어.,불안
남편이 내 인생을 빼앗아버리려는것 같아,자존감저하
응 맞아 간지러워하지는 않는지 전화한번 해봐야겠다,일상
몸이 아파서 하루에 두 세시간밖에 못 자.,불면
? 지하철 타구 버스 타,일상
일을 많이 해서 그런가 졸려요,피로
그 자식을 정말 죽여 버리고 싶어요.,분노
키키 옹 진짜 키키,일상
맞아 키키 진짜 절경이야,일상
그동안 정말 너무 힘들어서 죽고 싶었어.,자살충동
