utterance,intent
세상에서 가장 믿고 의지했던게 어머닌데어머니가 없으니 정말 텅 빈 기분이었어요.,감정조절이상
마음이 편하지 않고 조마조마해.,초조함
아기를 잃고 나서 내 자신이 하찮게 느껴졌어.,자존감저하
맞죠 키키 저도 빨리 돈 벌어서 전세집 얻고 싶어요,일상
그러니깐 거기다가 예쁘고,일상
그리고 비도 갑자기 너무 자주 오니까 대비용 우산 무조건 들고 다녀야겠더라,일상
그거... 직접 관리하기엔 엄청 고생한데...,일상
공허하구나,상실감
갑작스런 일이라 부모님이 당황하셨겠네,일상
용서를 할 수도 없고 하고 싶지도 않아,분노
사람들 또 막 엄청 뭐라 할 거 아니가,일상
사는 건 외롭기만 해,외로움
나도 나이가 먹었나봐 키키,일상
우리도 술 먹어 키키,일상
아니 그런걸 살수 있는게 더 신기하다,일상
엄마가 되면 평생 참고 살아야 한다는 생각에 눈물이 나,무기력
참 너 혹시 씨유 천원짜리 내랑 바꾼거 중에 안쓴거 있나?,일상
막달이 되니까 힘이 없는 거 같아,피로
일단 모닝보다 큰차로 키키,일상
백신 휴가를 유급으로 받던가... 격리 되면서 유급으로 쉬고싶다,일상
슬럼프 때문에 그냥 회사에서도 쇼핑몰만 보고 있는 거 같아,피로
서운함이 쌓이니까 이젠 남편을 용서할 수가 없어,분노
정말 다행이네요!,일상
나때는 없었어 설마 지금 있는지 나도 갑자기 궁금해지네,일상
요새 술집 장사 되나?,일상
피곤해서 누워도 눈만 말똥해지고 그냥 계속 누워만 있고,불면
약 먹는거 딱 질색인데 어떻게 해야 할지 걱정이에요.,초조함
같이 지켜봅시다.,일상
겁이 나서 함부로 나가지도 못하겠어,불안
이번 슬럼프는 진짜 강한 거 같아,피로
아기랑 둘이 어떻게 험난한 세상을 살아가야 하나 싶고 너무 막막하게 느껴져,절망감
다른 나라도 지원해주지 않겠나 다들 힘든 시기인데,일상
엉 얼마전에 영화 홍보하러 나왔던데,일상
근데 정말 애 키우기 너무 힘들다,무기력
내가 어떻게 뺀 살인데 또 찌면 너무 억울하잖아요.,슬픔
그게 그렇다고 하더라고요,일상
efl이라고 카라바오 컵이야,일상
사람들은 내가 고독한 줄도 모를 거야,외로움
나는 원래 빨리 결혼하고 싶었어가지고,일상
근데 요즘엔 하루하루가 너무 불안해.,불안
뭘 해도 답답함이 해소가 안 되는 느낌이야,초조함
억울해서 이혼하고 싶어,죄책감
맞았어?,일상
어머 그래? 수익률이 좀 어때?,일상
아이성별을 알고 나서부터 자꾸 허망하다는 생각이 들어,슬픔
이런 걱정 때문인지 요즘 모든 게 다 귀찮고 의욕도 없고 흥미도 없어.,무기력
애들 다 왔다갔다하잖아 . 키키,일상
남편 때문에 신경이 날카로워,초조함
어. 근데 들어가서 받으라고,일상
아기 잃고 희망을 뺏긴 느낌이야,절망감
아 그래도 그렇지 어떻게 자식한테 그러냐,일상
키키 우리 모두 인생샷을 위하여,일상
그때부터였던것 같아. 마음이 무겁고 계속 초조해지고,초조함
짜증나서 계속 먹다가 비만이 된 것 같아,식욕증가
친구들이 자꾸 내가 말만 하면 빈정거려서 약속을 아예 안 잡게 돼.,자존감저하
성욕이 너무 작아진 것 같아,불면
동 강변에 토끼도 이씀 하하,일상
빨리 티셔츠 사긴 해야해,일상
너무 걱정스러워요.,초조함
기분이 처져서 좀처럼 나아지지 않는 거 같아,초조함
한 번 누우면 절대 안 일어나,불면
그때는 유서를 쓰고 아파트 옥상에 올라가기도 했어.,자살충동
씻는 것도 귀찮아.,무기력
가 장난아니지,일상
자려고 누우면 온갖 걱정 다 들고 너무 불안하고.,초조함
매일 죽고 싶단 생각을 해요.,자살충동
내가 재미를 못 느끼나.,무기력
모나리자 키키,일상
의존할 데도 없어서 더 힘들었던 것 같아요.,외로움
시어머니랑 같이 살자고 한 내 잘못이야,죄책감
근데 시험 준비하면서 강사 일 하기가 힘들더라구요.,무기력
진짜 뭐하나 하고 싶지 않고 누워만 있어,우울감
소음이 너무 심해서 살고 싶지 않아요,자살충동
영화 아니고 드라마로 나오는데 456억 원 상금을 건 한국형 서바이벌 게임이라는데 빨리 보고 싶어 키키,일상
선수들도 반성?도 하고 상처도 받았겠지,일상
나 같은게 아기 엄마가 될 자격이 있는건가 싶고 한숨만 나오네,자존감저하
그 순간 머리가 멍하고 어지러웠지만 이후엔 다른 증상 없이 잘 지냈어요.,우울감
나그런사람아닐세,일상
그래도 현재로선 좋은 소식이 아닌가 싶어.,일상
예쁘게 생긴 듯요,일상
신경질이 너무 나고 인내심이 줄어든 느낌이야,초조함
자존감이 바닥됐어,우울감
음식을 봐도 식욕이 안 생겨요.,식욕저하
같잖아요.,분노
눈물을 요즘은 달고 살아요,일상
결혼앞두고 마음이 싱숭생숭해,일상
왠지 모를 허망함이 느껴지고 화나는 아침이야,분노
병원에 있으니까 더 입맛도 없고 힘이 없네,식욕저하
이유 없이 불면증이 생겼어,불면
갑자기 엄청 불안한 기분이 들고 손이 막 떨리고 그랬어.,불안
분위기도 낯선데 잘 적응도 못 할 것 같고 어떡하지?,초조함
반올림 치즈 후라이 맛있던데,일상
아 그렇네요. 만나기 전까진 누군지 모르니...,일상
키키 나도 돈 만 많으면 호주 집 구입할 텐데,일상
이번에 한번 해봐야겠네 키키,일상
도대체 군대에서 어떻게 살아남음?,일상
키키 맞아요 두개합쳐진느낌,일상
태동을 시작하니까 갑자기 마음 안정이 안 돼,슬픔
정리가 안 돼서 그냥 우는 것 같아,슬픔
진짜 모든 게 다 짜증나서 다 관두고 싶어.,초조함
근데 그럴 수도 있을 것 같애 요새 보면,일상
우리 영화관에서 같이 봤잖아 키키,일상
이제 학생 아니냐?,일상
내가 좀 예민해졌나봐,식욕저하
"안 될 것 같은데, 느리게 행동하면 안 될 것 같은데.",우울감
맞아! 외풍이 세서 그런지 발이 너무 차가워 나도!,일상
불안해서 잠을 못 자겠어,불안
"몰라, 비련의 주인공이 되어버린 기분이야.",우울감
하루에 한 끼 먹으면 많이 먹는 거일 정도로 입맛 없어서 그냥 틈만 나면 굶었어.,식욕저하
맞아 이런 소식이 너무 당황스럽달까...,일상
그럼 교복 빌려주는데 바로 찾아본다 키키,일상
유로트럭게임 알아?,일상
아 맞다 나 아까 뉴스보는 원래 지금 내리는 비가 가을비는 맞는데 때 이르게 찾아온 가을비래...,일상
키키 맞어! 나도 그렇게 생각해!,일상
자신감이 없어지더라구요.,자신감저하
어려운 문제야. 양쪽 말이 다 이해가 가,일상
여태 부모님한테 너무 기대 산 것 같아서 미안해요.,죄책감
잠 드는데 항상 시간이 오래 걸리기도 하고,불면
내 인생이 너무 하찮게 느껴져요.,자존감저하
근데 음식 종류가 단연 많네 키키,일상
감성이 풍부하시네요,일상
평소에도 몸에 힘이 없고 컨디션이 별로예요. 항상 피곤하고 지치더라구요.,피로
매도할 거라더만 아직 안 했을 듯 하하,일상
키키 간 김에 라면 하나 끼워 사라미,일상
키키 그래 오빠야는 그냥 쫌 가만히 있다가 가끔씩 말을 해라,일상
계속 눈물이 나고 컨트롤이 안됐어.,슬픔
응 했을걸?,일상
제 기분은 전반적으로 불안감이 깔려 있어요.,불안
키키 그럼 티비로 연결해서 넷플에 있나 확인하고 봐야겠어 하하,일상
응 막내스러움이 듬뿍 느껴져 키키,일상
10시간쯤? 잠을 길게 자는데도 피곤해.,피로
아 진짜 고양이 키우고 싶은데 아토피 있어서 안될 듯,일상
뭐 일한 마큼 돈주니 좋게 생각 하렵니다 키키,일상
제왕절개 할까봐 조마조마해,초조함
아 버스에 사람이 너무 많아,일상
남편 장례식 이후로 숙면이 어려웠어요.,불면
근데 택시비도 만만치 않아,일상
응 예전에는 지방에서 있었어,일상
화가 나는 감정을 못 죽이겠어,분노
조용한 곳에 혼자 있으면 그렇게 적적해질 수 없는 것 같아,외로움
스트레스 받아서 숙면을 못 해,불면
병원에 가도 미혼모라고 얕잡아보는것 같았어,자존감저하
그래 내 남극탐험 젤좋아했다!,일상
분명 그 면접장에 다른 사람들도 있을 텐데 그 사람들 앞에서 어떻게 말을 해야 하지?,초조함
피로가 누적됐는지 자고 일어나서도 전혀 개운하질 않아,불면
회사를 밥 먹듯이 하는 회사가 있던데 계속 그런 자리 가봤자 좋을 꼴 못 볼 듯하다,일상
음 요즘도 오락실이 많이 있나요?,일상
그래서 막 그렇게 우울하지도 않은데 그 때 생각하면 다시 우울해져요.,우울감
나는 좀 대충대충 일해,자신감저하
어제 스벅 난리 난 거 봤냐...,일상
노력해도 안 되시는 분들도 있는데 운빨이 더 큰 건가 ...,일상
체중 별로 안 늘었어.,식욕저하
겨울이 되니까 쓸쓸해,외로움
몸이 쑤셔서 돌아버릴 것 같아,외로움
근데 나 욕먹기 싫어,일상
보통 저녁 10시부터 오전 10까지 자거든요.,피로
그것도 다 사교육인거지,일상
거기 회원권 있다고 해서 같이 갔었잖아,일상
근데 우울한 상태가 오래 가서 뭔가 다른 문제가 있는 것 같더라구요.,우울감
밤만 되면 가슴이 더 벌렁거려요,불안
자존심 상하고 다른 사람들이 날 어떻게 생각할까 싶어서 걱정되고,자존감저하
아 그렇구나. 근데 공군에서는 px라고 안 하던데.,일상
어려운 주제구나,일상
흥이 안 나요,무기력
그 저번에 바르던 가루랑 물이랑 섞어서 얼굴에 바르는 거,일상
남들은 살 빠져서 보기 좋다고 하는데 저는 너무 괴로워요.,무기력
돌아서면 후회하는데도 순간적인 감정을 주체할 수가 없네요.,죄책감
집에만 들어가면 한숨부터 나오고 기분이 안좋아.,우울감
피씨방을 갈 시간이 없어,일상
혼자가 된 것만 같아,외로움
인생이 공허해.,감정조절이상
혼자 외출하면 기분이 왜 이렇게 좋았다 나빴다 반복하는지 모르겠어,초조함
쿠폰은 중형차가 하루 4만원정도이긴 한데...,일상
진짜 여기저기 진심이신분들많음,일상
안절부절못하고 밤에 잠을 못 자,초조함
내일 하루 종일 하면 갈 수 있어,일상
먹을 때 오히려 몸무게가 더 주는 것 같아,식욕저하
회사 사람들도 함부로 말을 하니까 상처가 자꾸 깊어져,자존감저하
진짜 좋은 노래는 그렇게 되더라,일상
누가 실수하는 거 보면 진짜 머리 끝까지 화가 나서 주체가 안 돼.,분노
키키 그치 평 좋으면 보통 맛있지,일상
별일 안 했는데 나른하네,피로
진짜 잘 추더라,일상
사는 의미가 사라졌어,상실감
아 가끔 유튜버들 나와서 하는 방송 있더라 키키,일상
"집에서 하는 일 없이 계속 TV보고, 자고 집에 나갈 때는 먹을 것 떨어졌을 때?",무기력
뭐 5층정도만 되도 급하면 걸어가겠는데...죽겠다.,일상
작은 동물들은 키우기 어려운 거 같애,일상
응응 키키 그래서 거리를 잘 보고 결정해야하는 것 같아,일상
우리 동네는 뽑는 데가 없어,일상
몸도 힘든데 내 말 들어주는 사람 없으니까 너무 힘들어,슬픔
죽을 만큼 분해,슬픔
물론 지금은 나아졌지만 그래도 그 땐 정말 힘들었지.,무기력
힘이 빠지고 시야가 아른거리고.,피로
나 요즘 정말 기운이 안 난다,피로
에이 뭐든 살다 보면 죽을 수도 있고 그런 거지,일상
아그래? 현대는 뭐 없어 보이던데,일상
나도 모르고 있다가 얼마전에 했어.,일상
뭔 짓을 해도 깊은 잠을 잘 수가 없더라,불면
속은 시원한데앞으로가 걱정이야.,초조함
근데 우리나라에 미군 들어와 있었자나,일상
키키 건강이 최고쥬 언제낰 키키,일상
안절부절못하고 몸도 무거워서 밖으로 나가기가 너무 힘들어,초조함
업무도 제 능력에 비해 너무 어려워요,자신감저하
너는 한식 중식 일식 양식 중에 뭐가 제일 좋냐?,일상
키키 어 어디 추천할만한 곳 있어?,일상
또 혼자있으면 기분이 확 가라앉고 어두워지고.,우울감
긴장이 좀 심한 거 같아,불안
너무 멋지네 꿈 컨드롤,일상
물 시켜 먹음 완젼 고생이겠네,일상
그런가 보더라.,일상
태안 쪽이였는데 그걸 노리고 여행 간 건 아닌데 진짜 좋았어 키키,일상
속앓이를 하고 있어,분노
체력적으로는 근력이 빡시긴 하지.,일상
의지할 곳 하나 없고.,외로움
하루 12시간 이상씩 자니까 시간은 금방 가더라.,피로
취업하기 힘들어,일상
그래서 그냥 꾹 참아보려고 했는데 아무래도 잘 안 되네. 너무 힘들어.,무기력
매일은 나도 못하구 주3회 하는데 벌써 헬린이 탈출한 기분이야,일상
혼자 있으면 소름 돋을 정도로 적적한 것 같아,외로움
음식 남긴다고 뭐라 하는 어른들도 짜증나.,초조함
살기 싫어 죽겠다,자살충동
어제 유튜브에서 뱀을 키우는 사람들을 봤어,일상
어어 나 진짜 상담받아보고 싶은데 대기가 어마어마 하다며?,일상
나만 임신이 안되니까 너무 힘들고 좌절감이 생겨,절망감
행님 위드 코로나 하고 간호사가 엄청 관둔대,일상
만삭이 되니까 몸도 힘들고 짜증이 나 죽겠어,초조함
더더욱 면접 같은 긴장되는 곳 가면 더 떨려.,초조함
