utterance,intent
옹 키키 맞아 키키 지금 계속 세탁기 돌아가는 중,일상
넷플릭스 긴장한다는 기사는 많이 봤는데,일상
마음이 고요하고 차분해졌으면 좋겠어.,불안
키키 진짜 키키 차라리 군대가 나을 수 있음,일상
아니 걘 대형견도 아닌데... 말티즈가 원래 그렇게 힘이 넘쳤나? 키키,일상
컴퓨터를 많이 하니까 거북목이 되어가는 것 같아.,일상
울렁거리는 게 너무 하다,식욕저하
요즘 전 세계적으로 사건 사고가 끊이지 않네요.,일상
사는게 재미가 없어요.,무기력
전생에 무슨 죄를 저질렀길래 이런 벌을 받나 싶다니까.,슬픔
거의 열두 시간씩 자,피로
짬뽕밥 맛있겠다 나도 먹고 싶네,일상
잘하는 건 아닌데 키키 카트 같은 거 마니 햇던거 같애,일상
실수한 게 계속 떠올라,죄책감
옆에서 보는 나는 얼마나 더 놀랐겠냐,일상
살 찔까 봐 걱정돼서 잠도 잘 안 오고,초조함
어디가 핫 한지 알려줘 나도,일상
점차 술을 마시지 않으면 자는게 어렵더라.,불면
키키 여자는 끊임없이 관리해야 해 키키,일상
저녁에 꾸역꾸역 엄청 먹어,식욕증가
키키 마따 그래서 네이버 검색한다,일상
매회 한명씩 탈락자가 나와요,일상
8개월 들어서면서 갑자기 의욕저하가 너무 심해,무기력
아 진짜로 ? 키키 너도 남편분을 많이 사랑했었나 보네,일상
처음 우울감을 느낀건 2003년이에요.,우울감
잠을 못 자서 미치겠어요,불면
너무 긴장을 심하게 하니까 피곤할 정도야,초조함
고양이 집사는 운명이라던데,일상
집에서 노트북을 사용해서 해,일상
그러니까 집에 가습기 있지?,일상
다음 주면 재수학원 개강이어서 가야 하는데 그냥 아무 것도 하기 싫어서,무기력
새벽에 더 민감해지는 것 같아,식욕저하
상담을 받으면 의욕이 생길까?,우울감
감기에 걸리면 얼만큼을 자도 계속 피곤하더라,불면
나 빼고 두명 태우고 키키,일상
그니까 난 없어서 하고 싶더라,일상
아기 잃고 희망을 뺏긴 느낌이야,절망감
잠을 잘 때 예민한 편이에요.,초조함
내가 최선을 다 해도 안 되는 일이 있는 거 같아,절망감
키키 라이브 봤어 키키 졸 웃김 키키,일상
나는 패러글라이딩 하러 가고싶어 키키,일상
의도치 않게 애니때문에 소외됐네.,일상
첫째가 감기 걸린 게 다 나 때문인 거 같고 내가 대신 아파주고 싶어,죄책감
몸이 망가지는 걸 느끼면서 임신한 걸 후회했어요,슬픔
목숨 버리고 싶단 생각만 하루종일 해요,자살충동
누가 나를 이 무기력함에서 건져줬으면 좋겠어.,무기력
아 각종 다양한색깔이 좋은건가보네요,일상
마치 감옥 속에 혼자 있는 것 같아,외로움
짱난다.,초조함
응 형도 전기차로 바꿔 키키,일상
시험관도 실패하니까 그냥 다 포기하게 되더라고,절망감
그냥 구매 대행처럼 하는 쇼핑몰이 많대!,일상
평소에 집중력이 엄청 떨어져서 책 열 쪽도 한 번에 못 읽어요.,집중력저하
키키 이제서야 맛본자. 신세계였나보네 하하,일상
이제는 사람을 사귀는 게 무서워서 방콕만 해,외로움
이혼하고 인생을 놔버린것 같아요,절망감
나 때문에 남편이 힘든 거 같아,죄책감
그래서 내가 한눈에 반했잖아,일상
낮에는 늘 긴장 상태야,불안
그렇지 그 서울에 거긴 음쓰 집에 버린대,일상
헐 아내는 정말 충격 먹었겠네?,일상
여태 이렇게 찌뿌둥한 적이 없는데,피로
너무 빨갛고 크던데 일단 떼러가자,일상
물건은 수목 이틀만 시키는데 뭐,일상
긍정적인 마음을 가지고 싶어도 계속 울음이 새어 나오는 것 같아,슬픔
저번에 갔던 숙소도 저렴하고 괜찮았는데,일상
진짜 너무 빡치잖아요.,분노
"퇴근하고라니, 그건 고려하지 않았는데,?",일상
어릴 때는 참 많이 싸웠는데 그래도 나이드니까 확실히 가족이 최고야.,일상
그리고 시설도 다 있잖아,일상
정리가 안 돼서 그냥 우는 것 같아,슬픔
번지점프 뛰다 심장마비 걸릴까봐 무섭네 하하,일상
엄청난 증오감과 함께 허탈해요,분노
몸이 아파 죽을것 같은데 희망은 무슨.,절망감
제가 바로 달려갈 수도 없고 어머니께 큰일이라도 생기면 어쩌죠?,초조함
멍청이가 되어가고 있는 거 같아,자존감저하
휴식을 제대로 못 취하고 있어서 신경이 날카로워졌어,초조함
울적하네,외로움
식욕 없을 당시에 살이 5킬로나 빠졌어.,식욕저하
주사위 게임이요,일상
피곤함도 심하게 느끼고 몸도 무거워서 우울할 정도야,피로
너무 막막하고 불안하기도 하고요,불안
너무 적적하니까 공상 속에 빠지는 것 같아,외로움
아침에는 시체처럼 늘어지고 일상 생활이 불가능해요.,피로
병원에 가봐도 아무 이상이 없다고 하니까 그저 답답하네요.,초조함
근데 또 울타리 같은 거 잘 해 놔야 할 것 같아,일상
왜 나한테만 이런 엿같은 일이 생기는건지 모르겠다,자존감저하
그냥 세상 혼자인 기분이야.,외로움
그래서 수학만 한 거야,일상
눈치게임이었나... 하나 올리니 줄줄이 다 올리네,일상
아니 대타홈런 이라고?,일상
변덕이랑 감정기복이 너무 심해,슬픔
"회사에서 야근을 많이 하는 것도 아닌데, 난 왜 이렇게 피곤할까?",피로
가르쳐줄게!,일상
누워서 하루 종일 걱정만 해요.,초조함
병원만 가면 나에 대한 원망이 생겨,죄책감
도시 국가인데 그 정도 나오면 많이 나온 거긴 하네,일상
샴푸를 써도 머리 빠지는 건 똑같더라,일상
요즘 너무 외로워,외로움
배도 아파서 설사하고,일상
막연한 두려움이 생기면서 눈물이 주룩 흘러,슬픔
가족이랑 사는 게 최고야,일상
차비가 더 나오겠다,일상
고양이는 보통 뭐 하냐?,일상
"아무리 한심해도 어쩔 수 없어요, 이게 저인 걸요.",죄책감
키키 근데좀다른게 니는 넓게퍼져있고 나는점처럼되어있어서 시술자체가다른걸로알고잇움,일상
돈 때문 만은 아니겠지...,일상
나는 집에서 각종 요리를 해 먹곤 해.,일상
디피 봤어요?,일상
도대체 무슨 짓을 하고 다니길래이런 병을 옮아오나너무 짜증났어요.,초조함
진짜 한의원은 좋은 거 같아 다이어트 약도 팔고,일상
과자나 핫도그도 괜찮겠네요.,일상
당연하지 백신은 필수야,일상
먹는 양이 조절 안 돼서 힘들어,식욕증가
그니까 한번 보기 시작하면 백퍼 술술 볼텐데...,일상
마음이 괴로워서 죽을 것 같아,슬픔
배드민턴 진짜 재밌어요 저도 운동 중에 배드민턴 제일 좋아해요,일상
둘 중에 선택하는 거야? 나는 한식파인데 돈가스도 먹고 싶네,일상
마음은 우울하고 답답한데 잠자는 것도 힘드니까 스트레스야,우울감
1순위조건이 거주포함인것도 있고 아닌곳도 있어,일상
잘 가 안녕 키키,일상
하하 그동안 애들 눈치보여서 잘 못먹었지,일상
박태환도 예전에 좋앗는데 아쉽다,일상
너네 어머니도 아름다우시잖아,일상
아 멸균 우유가 유통기한이 길긴 하더라 키키,일상
야 맞는것같은데?,일상
결혼전이 너무 생각나서 힘든 것 같아,슬픔
음식을 봐도 입맛이 안 생겨요,식욕저하
엄마사주고 싶은딩,일상
조금만 빛이 새어나와도 잠을 못자는 건 기본이고.,불면
엄마랑 같이 나가서 반찬거리 좀 사와라,일상
3일 전부터 밥맛이 없었어요.,식욕저하
거기 없어지니까 시내 갈 일이 없네,일상
괜히 나만 손해본거 같아서 짜증이 나긴 했는데별 수 없었죠.,초조함
그럼 그 쪽은 북한 군사가 있겠구나.,일상
패배감 너무 심해서 어디 상담이라도 받고 싶어,우울감
나 내일 영화 보러 가려고,일상
이번에도 한다고 광고하더라 하하,일상
우울하니까 무기력해.,우울감
하루는 괜찮고 하루는 힘들고감정이 왔다 갔다 하는 거죠.,초조함
헐... 진짜 화나겠다,일상
나도 내가 무슨 사고를 칠지 걱정이야,슬픔
숙면이 안 되니까 많이 자도 눈 뜨면 피곤하고.,피로
그런데 설마 설마 했는데 그 날 엄청 실수를 한 거예요. 긴장해서 막 떨고,초조함
립스틱 뭐 쓰냐,일상
초음파 찍고 나니까 살빠졌어,식욕저하
키키 가족이지,일상
나 영어회화 전화수업 신청했다,일상
사이즈 몇으로 산거야?,일상
마트.,일상
해야할건 많은데 뭘 할 의지가 안생겨,무기력
뉴스만 봐도 너무 많고 사건 사고 너무 많더라,일상
동물들이 뛰어 놀 수 있는 독채펜션도 생겼다고 해요,일상
갑상선 암이 퍼져서 전이돼서 잘못돼서 죽으면 어쩌죠?,초조함
우짜다가,일상
그거 마스카라 같은건데 바르면 속눈썹 길어지는거,일상
스킨십을 하고 싶은 생각이 들긴 하는데 이게 에로티즘은 아닌 것 같기도 하고애매해.,초조함
우리도 그럴 거야 키키,일상
한 달에 한 번씩은 무조건 해야 해 키키,일상
내 인생은 항상 어두웠었어,절망감
그거 나중에는 고래도 낚을 듯,일상
그래서 과묵한 미용사분이 좋더라 키키,일상
아침에 가장 긴장이 심한 거 같아,불안
그런 건 또 비싸단 말야 키키,일상
키키 난 빌라가 훨씬 나은 것 같아,일상
더 우울해지고 힘들었어.,우울감
근데 우리 어머니가 말이 넘 많아서 장모님이 좀 힘들어 하신다...,일상
의욕도 없고 일하기도 싫어,무기력
회사에서 점심시간에 주로 뭐 먹어요,일상
확인하고 나서 잠깐은 안심이 되는데 금세 또 불안해져요.,불안
응 메이크업도 정말 중요한 것 같아,일상
왜 이렇게 계속 몽롱해지는 건지 모르겠다,불면
하루하루 배가 불러올수록 마음이 너무 혼란스러워,초조함
그렇군 나도 보다가 너무 길어서 중도 포기했어,일상
죽을 때 혼자인 걸 생각하면 우울하다고.,우울감
송현아 어떻게 가야 하는 거지 키키,일상
내 취미는 그냥 잔디밭에 돗자리 깔고 누워있는 거야,일상
하기 싫은 건 그냥 안 했어요.,무기력
모든 게 다 나 때문인 것 같아.,죄책감
왜 최근에 당근 거래함?,일상
또 다른 비인기 종목은 없는지 찾아봐야겠어.,일상
응응 그리고 정해진 시간에 점검 해야 할 걸 시간도 어기고 전날 해버려서 관리 감독 없이 그냥 협력 업체 작업자들끼리 했대,일상
또 말을 가르치는 재미도 있을 거 같아 키키,일상
식사양이 줄어서 그냥 멍하니 있어,식욕저하
근데 8억을 태울 순 없잖아,일상
쓸데없는것만 기억하네 키키,일상
그냥 살기 싫으니까 싫은 거지,자살충동
너무 옛날이다.,일상
병원에 있으니까 하나도 안 산뜻해,불면
조금씩 나오는데 모아놓기도 냄새나고,일상
이제 진짜 할 나이다,일상
평소에 힘들었던 일 다 생각나면서 너무 죽고 싶어서,자살충동
남편 때문에 스트레스 받아서 아무것도 못 하겠어,피로
안산 선수 정말 대단한 거 같아,일상
그렇지 우리는 TV에 자주 나오는 애들만 기억하니까,일상
너무 긴장해서 운전대 잡은 손이 땀이 나고 온 몸에 힘을 주고 운전하니까 몸살 난거처럼 여기저기 아프고,초조함
인터넷으로 넘 비싼 거 사면 떨린다...?,일상
난 정말 관심이 많이 없나보다 양궁이 뭐였지? 라고 생각했어.,일상
왜 우울한가 생각해봤는데 솔직히 이유는 많아요.,우울감
전국을 돌더라고 맞지?,일상
사회에서 좋은 사람 만날 수 있을까?,일상
그러다 대학 갈 때쯤에야 후회했죠.,죄책감
아니 나는 그런 거 한 적 없어 하하,일상
보드는 타보고 싶다,일상
하... 안되겠다 초보자가 고인물 되는 수 밖에,일상
배신감 때문에 혼자 버려질 거 같아,죄책감
연애의 끝이라니 이별 같잖아 키키,일상
동생이 갑자기 아버지 집은 노리지 말래,일상
한 달 살이 하기에는 최고,일상
응응 그거 아이디 하나로 같이 쓸수 있어,일상
주차연습 할 때 많이 화나 있더라 키키,일상
아 농약 키키 봤다.,일상
요새는 다시 멍해요.,우울감
어려운 코스 도전해보고 싶은데 엄두가 안나,일상
그거 만들기 귀찮은가 봐,일상
남편이 나 때문에 실망이 큰 거 같아서 잘하려고 하는데 쉽지 않네,죄책감
요즘 엄청 더우니까 그래서 밥맛이 없는 줄 알았거든요.,식욕저하
난 공유도 좋아하고 동해도 좋아해 하하,일상
이것만으로도 제 인생이 끝난 것 같아요.,절망감
모든 게 다 힘든데 말할 수가 없어서 더 쌓이는 것 같아,분노
가을이 되면 특히 마음이 더 허한 것 같아요.,감정조절이상
요즘은 코로나 때문에 소개팅도 조심스럽잖아,일상
지금은... 다 비슷하게 똑똑해져간다 키키,일상
막 손도 최대한 가만히 두려고 했는데 그럼 답답해서 미칠 것 같아요.,초조함
진짜? 아직도 나온다고?,일상
나도 피파에 돈 쓴 거 어마할 듯 키키,일상
그냥 확 죽여버리고 싶을 정도로 막 화가 나고 조절이 잘 안 되고,분노
어디를 가도 섞이질 못해,외로움
나는 이게 본인도 좋지만 환경에도 정말 좋다고 생각해,일상
근데 정말 요즘 맨날 죽고 싶단 생각만 해.,자살충동
인터넷 좀 만 뒤져보면 싸게 잘 살 수 있더랑 예전에는 몇십만원대였는데,일상
