utterance,intent
남편이 요즘 너무 야근을 많이 해서 마음이 쓰여,죄책감
세상에 나만 혼자인 것 같아.,외로움
먹고 살기 너무 힘들어.,무기력
잘 할 수 있을지 걱정 돼,일상
울렁거리는 이유를 모르겠어,식욕저하
뭐 팔아?,일상
그냥 집에 틀어박혀서 TV나 보게 됐어.,무기력
안 그래도 자신감이 거의 없는 편이거든.,자신감저하
횡단보도를 건너다가 차에 치여서 죽고 싶어.,자살충동
인생에 정답은 없을까요?,절망감
일단 대화가 원활하게 되지 않으니까 너무 답답했어요.,초조함
사람들이 웃는 소리가 나를 비웃는 소리로 들려.,자존감저하
의자만 보이면 계속 앉고 눕고 싶어.,피로
식욕이 줄어서 몸무게가 5킬로 감소했어.,식욕저하
하루 12시간 이상은 자는 것 같아요.,피로
현금만 써야겠다.,일상
마음이 너무 허해서 힘들어요.,슬픔
자다가도 계속 일어나니까 미치겠어,불면
속에서 분통이 터져,슬픔
6키로는 빠진 거 같아.,식욕저하
내 아들이 너무 불쌍해,죄책감
요즘 우리나라도 그런 문제가 많지,일상
내 자신이 얼마나 초라해보이던지,자존감저하
말이 너무 느려져서 일상에 지장을 받을 정도야,초조함
대학 가면 행복할까,일상
내 힘으로 할 수 있는게 없는데 어떻게 희망을 갖고 살 수 있겠어?,절망감
오히려 자기가 뭘 잘못했냐면서 배 째라는 듯이 나오니까 더 화가 나는 거예요.,분노
의욕이라는 게 안 생긴다,무기력
사람들한테 상처받는 날이 많다보니 성격도 자꾸 소심해져,자존감저하
때리고 싶을 만큼 미운 것 같아,분노
방학만 되면 정말 엄마 잔소리 때문에 죽고 싶었어요.,자살충동
그저께랑 어제는 집에만 틀어박혀 있었어요.,무기력
한국에 와서 한국말도 잘 못하니까 집에만 있게 돼.,무기력
몸무게 때문에 너무 서러워서 미치겠어,슬픔
아기를 잃으니까 마음에 증오가 생기고 너무 고통스러웠어,절망감
만삭이 되니까 몸이 힘들어서 답답하고 힘드네,외로움
배부르면 더 나른해,피로
아침에는 항상 식욕도 떨어지고 다 귀찮아,식욕저하
어쩐지 막 갑자기 화가 났어,분노
근데 나는 그 2년 동안 진짜 너무 괴로웠어.,무기력
마음 속에 분노가 가득해.,분노
오히려 외적으로는 별로 안 다쳤는데 그냥 좀 제가 예민하게 반응하게 되더라구요.,초조함
전화할 때 너무 긴장되지 않니,불안
잘 사니?,일상
왜 자꾸 내가 배신했다는 생각이 드는지 나도 이해할 수가 없어,죄책감
"기분이 축 처졌고, 살도 갑자기 찌고, 잠도 많이 잤어.",우울감
소중한 사람이 떠나가니까 세상 이렇게 허망할 수 있을까 싶어,슬픔
자기 소개 어떻게 해,일상
우울하니까 사는 맛이 안 나,우울감
나름 영어도 들리고 학교생활도 적응했지만 너무 외로웠어요.,외로움
일이 바쁘니까 오히려 더 비몽사몽해,불면
그런데 요즘 불면증이 심해졌어.,불면
남편이랑 대화를 하다보면 내가 점점 가치 없는 인간처럼 느껴지더라,절망감
이가 차가워,일상
너무 아파서 임신도 포기하고 싶어져,절망감
그러고 사니까 살이 6kg이나 빠지더라고요.,식욕저하
너무 기가 막히고 화가 나서 죽고만 싶었어. 자살시도를 세 번이나 했어.,자살충동
너무 화가나서 손이 떨렸어요.,분노
그게 아니라 드라마에서 먹는 거 나와서 먹고 싶어.,일상
다른 사람들 만날 때 너무 그냥 씻는 것조차 싫고 마음이 초조해,초조함
꼭 안 좋은 일이 벌어질 거 같은 느낌,불안
새 신발 선물 받았다,일상
정수리 냄새 난 거 아니야?,일상
뭐 때문에 힘이 빠지는지 모르겠어,피로
계속 널부러져 있는 것도 집에 와서만 그래,불면
걱정은 늘어가는데 잠도 못 자고 피곤해서 정말 미치겠어,우울감
기분이 처지니까 주변 사람들한테 말을 날카롭게 하게 돼,초조함
태교만 하려고 하면 힘이 빠지네,피로
다음에 또 만나자,일상
가끔씩 울적해지기도 하구요.,외로움
이유도 없는데 코를 골아,불면
변한게 하나도 없어,일상
제 자신이 너무 불쌍하고 너무 안쓰럽고 그래서 한참을 울었어요.,슬픔
보육원에 있는 아이들이 가여웠어.,슬픔
예전에는 낯선 사람한테 말도 잘 걸었는데 요즘은 그냥 입 떼는 게 너무 떨려,초조함
여행 어디가지,일상
술을 못 마시니까 사는게 지겹고 좌절감도 드는것 같아,절망감
계속 늘어지니까 사람이 돌아버릴 것 같아,불면
내가 뭘 좋아하는지 잘하는지 모르겠어,일상
내가 울고 싶은 게 아닌데 갑자기 눈물이 나오고,슬픔
누워서 울렁거리는 느낌을 진정시키려고 하면 가위 눌린 것처럼 뭔가 굳은 느낌이 들어요.,식욕저하
사는데 희망도 꿈도 없어요,절망감
아이공 허리 아파라,일상
사업 구상,일상
다시 예전으로 돌아갔으면 좋겠다는 생각을 많이 해,슬픔
학교폭력 당하고 있어,일상
아기 키울 여건도 안되는것 같고 난 정말 자격이 없는 인간인가봐,자존감저하
일이 바쁘니까 섹스 할 생각도 안 나,불면
나 요즘 너무 위축된 거 같아,자신감저하
나는 왜 이렇게 태어났을까?,일상
울다가 지쳐서 잠들기도 했어.,슬픔
주변 사람들한테 너무 서운해,슬픔
밤에는 한숨도 못 잤어.,불면
다이어트해야 되는데,일상
또 마비 되면 어떡하지? 이게 잘못돼서 죽으면 어떡하지? 싶어서,초조함
다른 생각을 하려고 해도 내가 하찮게 느껴지는 마음은 없어지지 않더라.,자존감저하
저녁에는 아무것도 못 하겠어,피로
술 먹고 카드 너무 긁었어,일상
친구들과 있을 때는 괜찮은데 혼자가 되면 외로워져,외로움
내일 소풍간다,일상
환자마냥 계속 누워만 있어,무기력
내 마음 같지 않게 긴장돼서 힘들어,불안
뭘 해도 다 기운빠지고 입맛도 없어,식욕저하
미래에 대한 막연한 걱정 때문에 울적해지는 거야,외로움
사랑을 못 받는 것 같아서 내가 하찮게 느껴져.,자존감저하
나만 항상 손해를 보는것 같아요,자존감저하
의욕이 아예 없는 것 같아,우울감
내 인생이 어쩌다 이렇게 바보같이 됐나 후회가 밀려와요.,절망감
나는 그냥 진짜 너무 괴로워서 움직이지 못하는 건데 사람들이 그걸로 뭐라고 하면 정말 숨막히는 것 같아,무기력
여기 좋아,일상
평소에도 좀 평소랑 다른 일이 있으면 금방 불안해지는 편이거든?,불안
잠드는 게 세상에서 제일 어려운 것 같아,불면
자꾸 혼나는 기분이 들어서 아무것도 안 하게 돼,죄책감
매일매일 호르몬이 바뀌니까 좋아하던 것도 하고 싶지 않아,우울감
감정기복이 너무 심해서 병원을 가기로 했어.,초조함
애한테 미안한 게 많긴 한데,죄책감
무릎 아파,일상
진짜 아무것도 하기가 싫더라.,무기력
술 고프다,일상
별 생각이 없다가도 다른 친구들 소식을 들으면 좀 불안한 기분이 들어요.,초조함
어떻게 안 불안해할 수가 있어?,불안
그래도 아직 머리가 찌릿찌릿한 게 뭔가 개운한 느낌이 없어.,불면
인턴이라도 어니냐,일상
아무래도 친구들을 만나거나 대면 수업을 하지 않으니 그렇지 않을까?,일상
조별 발표 왜 이렇게 많이 시키지,일상
심각하게 찜찜해,불면
머리가 좀 아프다.,일상
짝남에게 빼빼로 줘도 될까,일상
혼자 백화점에 가면 가슴도 울렁거리고 불안해,불안
차라리 처음부터 아무것도 하지 말걸..,죄책감
잠을 엄청 설치거든요,불면
그렇게 못 자다 잘 때는 한 번에 엄청 많이 자요.,피로
자꾸 허탈한 기분만 드네요,상실감
죽을래?,일상
시어머니가 나를 해코지할까봐 자꾸 걱정돼,자존감저하
엄마가 나 때문에 힘든 거 같아,일상
나도 그냥 내 작업에 집중하고 싶은데 그렇게 할 수가 없으니까 미칠 거 같아.,집중력저하
이성을 잃으면서 화를 내는 것 같아,분노
새벽에도 전혀 상쾌하지 않아,불면
카드값 너무 많이 나왔어.,일상
과제가 많아서 예전에 비해 좀밖에 못 자,불면
너무 힘들어서 죽고 싶었어요. 그거밖에 도망칠 방법이 없으니까.,자살충동
혼전 임신이라고 시댁에서 시선이 곱지 않았어.,자존감저하
맞아 불안해져,불안
이유없이 잠드는 게 어려워,불면
나한테 해준 것도 없으면서 잔소리는 왜 그렇게 심한 건데?,분노
기분도 구리고 관심이 생기는 일이 단 한 개도 없네,우울감
심각하다 싶을 정도로 식욕이 뚝 떨어졌어,식욕저하
눈물이 너무 많이 나는 것 같아요,슬픔
미혼모라고 친구들까지 나를 비웃는 느낌이 들었어.,자존감저하
불안하고 초조한 느낌이 늘 베이스로 깔려 있는 거 같아.,불안
더 짜증나는 건 누군가 나를 평가한다는 거예요.,초조함
절망의 구렁텅이 속에 있는 것 같아,슬픔
근데 가서 너무 힘들었거든 너무 지치고 힘들었어.,무기력
진짜 꺼림칙해서 상종도 하기 싫어,불면
침대에 누워서 꼼짝도 안 하거든,불면
아무리 해도 걱정이 머릿속에서 사라지지가 않아,초조함
요즘 첫째애가 놀아달라고 계속 졸라도 화내고 무시하게돼.,분노
미혼모라는 이유로 부모님한테도 손가락질을 받아,자존감저하
다음에 봐,일상
어떻게 나한테 그렇게 말할 수 있는 건지 도무지 이해가 안 가,분노
딱히 죽고 싶은 마음이 많이 든다거나 시도해본 적은 없어.,자살충동
출산까지 기다리는 거 너무 피곤하고 멍해,피로
몇 년 늙었네?,일상
근데 그렇게 해도 학교 안 가면 되게 불안한 거예요.,불안
제가 어쩌다 이딴 사람이 된 건지 모르겠어요.,자존감저하
신랑이랑 의견차이가 생길 때 그렇게 외롭고 왜 사나.. 싶었어,외로움
내가 너무 바보 같아요. 시도 때도 없이 눈물이 나고 우울해요.,우울감
"머리도 계속 멍하고, 계속 생각에 잠겨있어.",우울감
그렇게 살면서 가끔 밤에 되게 외롭단 말이야.,외로움
감정기복이 심해서 갑자기 울기도 해,초조함
그런 거 서운해...,일상
육아휴직때문에 뒤지고 싶단 생각만 하게 돼요,자살충동
밥만 보면 거부감생기고 우울하고 그래,우울감
임신하고 회사를 퇴사한 게 진짜 안타깝지,슬픔
저도 그래서 그거 때문에 정말 많이 힘들었거든요.,무기력
진짜 허무하고 자꾸만 앙금이 쌓여요,분노
출산 이후 생각하면 너무 마음이 조마조마하고 그런데 아무것도 하기 싫어,초조함
"한동안 온몸에 힘이 안 들어가고, 준비하던 일들도 모두 엎어버렸어.",피로
그걸 반복했더니 1년 사이에 10키로가 넘게 찌더라.,식욕증가
인정받고 싶은데 어떻게 해야돼?,일상
그나마도 세 시간밖에 못 잤어요.,불면
"지하철이나 버스를 탈 수는 있는데, 타면 긴장이 돼요.",초조함
대입도 다 제가 어떻게 준비해서 대학 오긴 했는데 지금도 힘들어요.,무기력
근데 쉽지 않은 것 같아요. 요즘 자꾸 너무 불안해져요.,불안
신랑이 있어도 미혼모라고 생각해,외로움
나중에 보령에 여행가보고 싶어!,일상
자기 소개서 오글거려,일상
불안하고 초조해서 잠이 안 와.,불안
책을 많이 읽었더니 너무 피곤하고 멍하네,피로
내가 말하면 왜 비난만 할까,일상
혼자 너무 우울하고 앞날이 막막해요,외로움
군대 기다려 주려고,일상
출근하자마자 스트레스 받아,일상
환승할까,일상
가을 되니까 아무리 자도 피로가 더 쌓이는 것 같아,불면
결과가 마음에 안 들어서 자꾸 먹는 걸 찾아,식욕증가
나 혼자서 축구 본다,일상
"그런 생각없이, 멍 때리고 있을 때 좀 편해.",우울감
상담을 받으면 의욕이 생길까?,우울감
아무것도 안 하는데 더 아무것도 하기 싫어.,무기력
진짜 사소한 일에도 막 화가 나서 뚜껑 열리고,분노
점점 무력감이 심해지고 있어,상실감
그런건 그냥 짤로나옴?,일상
쓸데 없는 걱정 1위 연예인 걱정,일상
아무리 귀를 틀어막아도 계속 들려서 무서워서 잠도 제대로 못 자고,불면
그런 말을 계속 듣다 보니까 사람들 앞에 설 때 주눅이 들어.,자신감저하
식욕이 너무 떨어져서 아무 것도 하고 싶지 않아,식욕저하
업무 스트레스 때문에 피곤하고 몸이 무거워,피로
뭐부터 바꿔야 할까,일상
20주차 되니까 그냥 눕고만 싶어,피로
병원에만 있으니까 오히려 더 못 자는 것 같아요,불면
조금만 더 용기를 내면 될 거 같은데 그게 안 돼.,자신감저하
니 저번에 라디오스타 나온 거 봤음?,일상
전화가 오면 돼 긴장되는지 모르겠어,불안
허무하고 고독하다,상실감
우산빌려달라고 해볼까?,일상
길에서 전번 물어보면 줘도 되나,일상
그래서 많이 울었어요.,슬픔
내 노력이 부족해서 사업이 망한 거 같아,죄책감
힘도 잘 안쥐어져서 집안일 하기도 힘들어.,피로
이렇게 외로워 할 바에는 죽는 게 나아,외로움
흠 나는 청소가 제일 싫을 것 같아 키키,일상
예민해져.,초조함
흥이 안 나요,무기력
괜히 산책을 오래 한 거 같아,죄책감
그러다 요즘 들어서 잠이 너무 안 오더라구요.,불면
요즘 너무 침울해,우울감
시어머니가 내가 조금만 실수를 해도 죽일듯이 쳐다보니까 너무 무서워,자존감저하
